
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLSE Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       
                7.41573E-03       80.6715             0.                -2.36112E-03       86.2172E+06        36.0466E+03        86.2172E+06        86.2572E+06       112.36E-06          31.3061E+03        -8.80049E-03       29.2315E-03         0.                 1.43897E+09       -2.90138E+06        5.85548E+09       -8.76191E-03       29.6629E-03 
                7.52809E-03     -512.826              0.              -115.196E-06         88.8227E+06        36.2598E+03        88.8227E+06        88.8634E+06       112.36E-06          31.3103E+03        -8.92641E-03       29.6679E-03         0.                 1.46045E+09     -663.152E+03          5.9444E+09        -8.88668E-03       30.1123E-03 
                7.64045E-03     -373.968              0.               -57.6188E-06        91.4662E+06        36.7128E+03        91.4662E+06        91.5078E+06       112.36E-06          31.3062E+03        -9.05887E-03       30.1041E-03         0.                 1.48147E+09       -1.01107E+06        6.0318E+09        -9.01791E-03       30.5618E-03 
                7.75281E-03      249.361              0.                -1.49812E-03       94.1477E+06        36.7787E+03        94.1477E+06        94.1898E+06       112.36E-06          31.3096E+03        -9.1961E-03        30.5401E-03         0.                 1.50221E+09       -3.25763E+06        6.11808E+09       -9.15387E-03       31.0112E-03 
                7.86517E-03      492.001              0.               115.314E-06         96.8672E+06        36.3975E+03        96.8672E+06        96.9092E+06       112.36E-06          31.3194E+03        -9.33012E-03       30.9759E-03         0.                 1.52317E+09       -4.27163E+06        6.20504E+09       -9.28668E-03       31.4607E-03 
                7.97753E-03       77.297              0.              -230.551E-06         99.6244E+06        36.1139E+03        99.6244E+06        99.6667E+06       112.36E-06          31.3118E+03        -9.45787E-03       31.4116E-03         0.                 1.54448E+09       -2.85434E+06        6.29335E+09       -9.41328E-03       31.9101E-03 
                8.08989E-03     -395.819              0.               922.537E-06        102.42E+06          36.2736E+03       102.42E+06         102.462E+06        112.36E-06          31.3174E+03        -9.58465E-03       31.8471E-03         0.                 1.5658E+09        -1.05504E+06        6.38185E+09       -9.53891E-03       32.3595E-03 
                8.20225E-03     -293.418              0.              -807.22E-06         105.253E+06         36.6249E+03       105.253E+06        105.296E+06        112.36E-06          31.3205E+03        -9.71654E-03       32.2823E-03         0.                 1.58676E+09       -1.30739E+06        6.46913E+09       -9.66953E-03       32.809E-03  
                8.31461E-03      190.768              0.               980.638E-06        108.123E+06         36.6753E+03       108.123E+06        108.167E+06        112.36E-06          31.3212E+03        -9.85221E-03       32.7173E-03         0.                 1.60748E+09       -3.05635E+06        6.55554E+09       -9.80385E-03       33.2584E-03 
                8.42697E-03      380.244              0.               865.276E-06        111.032E+06         36.3783E+03       111.032E+06        111.076E+06        112.36E-06          31.3143E+03        -9.98549E-03       33.1522E-03         0.                 1.62837E+09       -3.85498E+06        6.64246E+09       -9.93577E-03       33.7079E-03 
                8.53933E-03       52.983              0.               807.894E-06        113.978E+06         36.1587E+03       113.978E+06        114.022E+06        112.36E-06          31.3303E+03       -10.1139E-03        33.5869E-03         0.                 1.64954E+09       -2.74147E+06        6.73045E+09      -10.0629E-03        34.1573E-03 
                8.65168E-03     -306.151              0.              -403.813E-06        116.962E+06         36.2855E+03       116.962E+06        117.007E+06        112.36E-06          31.3218E+03       -10.2416E-03        34.0214E-03         0.                 1.6707E+09        -1.3808E+06         6.81855E+09      -10.1893E-03        34.6067E-03 
                8.76405E-03     -214.299              0.               230.932E-06        119.984E+06         36.5542E+03       119.984E+06        120.029E+06        112.36E-06          31.3221E+03       -10.3732E-03        34.4558E-03         0.                 1.69157E+09       -1.60832E+06        6.9057E+09       -10.3196E-03        35.0562E-03 
