1.72237e-06 1.28863e-05  6.17121e-16 0.00000e+00 
5.51028e-03 1.95207e+08  -1.95207e+08 0.00000e+00 
5.51199e-03 1.95446e+08  -1.95446e+08 0.00000e+00 
5.51369e-03 1.95685e+08  -1.95685e+08 0.00000e+00 
5.51540e-03 1.95925e+08  -1.95925e+08 0.00000e+00 
5.51710e-03 1.96164e+08  -1.96164e+08 0.00000e+00 
5.51881e-03 1.96404e+08  -1.96404e+08 0.00000e+00 
5.52051e-03 1.96645e+08  -1.96645e+08 0.00000e+00 
5.52222e-03 1.96885e+08  -1.96885e+08 0.00000e+00 
5.52392e-03 1.97126e+08  -1.97126e+08 0.00000e+00 
5.52563e-03 1.97367e+08  -1.97367e+08 0.00000e+00 
5.52734e-03 1.97608e+08  -1.97608e+08 0.00000e+00 
5.52904e-03 1.97849e+08  -1.97849e+08 0.00000e+00 
5.53075e-03 1.98090e+08  -1.98090e+08 0.00000e+00 
5.53245e-03 1.98332e+08  -1.98332e+08 0.00000e+00 
5.53416e-03 1.98574e+08  -1.98574e+08 0.00000e+00 
5.53586e-03 1.98816e+08  -1.98816e+08 0.00000e+00 
5.53757e-03 1.99059e+08  -1.99059e+08 0.00000e+00 
5.53927e-03 1.99301e+08  -1.99301e+08 0.00000e+00 
5.54098e-03 1.99544e+08  -1.99544e+08 0.00000e+00 
5.54269e-03 1.99787e+08  -1.99787e+08 0.00000e+00 
5.54439e-03 2.00030e+08  -2.00030e+08 0.00000e+00 
5.54610e-03 2.00274e+08  -2.00274e+08 0.00000e+00 
5.54780e-03 2.00518e+08  -2.00518e+08 0.00000e+00 
5.54951e-03 2.00762e+08  -2.00762e+08 0.00000e+00 
5.55121e-03 2.01006e+08  -2.01006e+08 0.00000e+00 
5.55292e-03 2.01250e+08  -2.01250e+08 0.00000e+00 
5.55462e-03 2.01495e+08  -2.01495e+08 0.00000e+00 
5.55633e-03 2.01740e+08  -2.01739e+08 0.00000e+00 
5.55803e-03 2.01985e+08  -2.01985e+08 0.00000e+00 
5.55974e-03 2.02230e+08  -2.02230e+08 0.00000e+00 
5.56145e-03 2.02475e+08  -2.02475e+08 0.00000e+00 
5.56315e-03 2.02721e+08  -2.02721e+08 0.00000e+00 
5.56486e-03 2.02967e+08  -2.02967e+08 0.00000e+00 
5.56656e-03 2.03213e+08  -2.03213e+08 0.00000e+00 
5.56827e-03 2.03459e+08  -2.03459e+08 0.00000e+00 
5.56997e-03 2.03706e+08  -2.03706e+08 0.00000e+00 
5.57168e-03 2.03953e+08  -2.03953e+08 0.00000e+00 
5.57338e-03 2.04200e+08  -2.04200e+08 0.00000e+00 
5.57509e-03 2.04447e+08  -2.04447e+08 0.00000e+00 
5.57679e-03 2.04694e+08  -2.04694e+08 0.00000e+00 
5.57850e-03 2.04942e+08  -2.04942e+08 0.00000e+00 
5.58021e-03 2.05190e+08  -2.05190e+08 0.00000e+00 
5.58191e-03 2.05438e+08  -2.05438e+08 0.00000e+00 
5.58362e-03 2.05687e+08  -2.05686e+08 0.00000e+00 
5.58532e-03 2.05935e+08  -2.05935e+08 0.00000e+00 
5.58703e-03 2.06184e+08  -2.06184e+08 0.00000e+00 
5.58873e-03 2.06433e+08  -2.06433e+08 0.00000e+00 
5.59044e-03 2.06682e+08  -2.06682e+08 0.00000e+00 
5.59214e-03 2.06932e+08  -2.06932e+08 0.00000e+00 
5.59385e-03 2.07181e+08  -2.07181e+08 0.00000e+00 
5.59555e-03 2.07431e+08  -2.07431e+08 0.00000e+00 
5.59726e-03 2.07681e+08  -2.07681e+08 0.00000e+00 
5.59896e-03 2.07932e+08  -2.07932e+08 0.00000e+00 
5.60067e-03 2.08182e+08  -2.08182e+08 0.00000e+00 
5.60238e-03 2.08433e+08  -2.08433e+08 0.00000e+00 
5.60408e-03 2.08684e+08  -2.08684e+08 0.00000e+00 
5.60579e-03 2.08935e+08  -2.08935e+08 0.00000e+00 
5.60749e-03 2.09187e+08  -2.09187e+08 0.00000e+00 
5.60920e-03 2.09439e+08  -2.09439e+08 0.00000e+00 
5.61090e-03 2.09691e+08  -2.09690e+08 0.00000e+00 
5.61261e-03 2.09943e+08  -2.09943e+08 0.00000e+00 
5.61431e-03 2.10195e+08  -2.10195e+08 0.00000e+00 
5.61602e-03 2.10448e+08  -2.10448e+08 0.00000e+00 
5.61772e-03 2.10700e+08  -2.10700e+08 0.00000e+00 
5.61943e-03 2.10954e+08  -2.10954e+08 0.00000e+00 
5.62113e-03 2.11207e+08  -2.11207e+08 0.00000e+00 
5.62284e-03 2.11460e+08  -2.11460e+08 0.00000e+00 
5.62454e-03 2.11714e+08  -2.11714e+08 0.00000e+00 
5.62625e-03 2.11968e+08  -2.11968e+08 0.00000e+00 
5.62795e-03 2.12222e+08  -2.12222e+08 0.00000e+00 
5.62966e-03 2.12477e+08  -2.12477e+08 0.00000e+00 
5.63136e-03 2.12731e+08  -2.12731e+08 0.00000e+00 
5.63307e-03 2.12986e+08  -2.12986e+08 0.00000e+00 
5.63478e-03 2.13241e+08  -2.13241e+08 0.00000e+00 
5.63648e-03 2.13497e+08  -2.13497e+08 0.00000e+00 
5.63819e-03 2.13752e+08  -2.13752e+08 0.00000e+00 
5.63989e-03 2.14008e+08  -2.14008e+08 0.00000e+00 
5.64160e-03 2.14264e+08  -2.14264e+08 0.00000e+00 
5.64330e-03 2.14520e+08  -2.14520e+08 0.00000e+00 
5.64501e-03 2.14777e+08  -2.14776e+08 0.00000e+00 
5.64671e-03 2.15033e+08  -2.15033e+08 0.00000e+00 
5.64842e-03 2.15290e+08  -2.15290e+08 0.00000e+00 
5.65012e-03 2.15547e+08  -2.15547e+08 0.00000e+00 
5.65183e-03 2.15805e+08  -2.15805e+08 0.00000e+00 
5.65353e-03 2.16062e+08  -2.16062e+08 0.00000e+00 
5.65524e-03 2.16320e+08  -2.16320e+08 0.00000e+00 
5.65694e-03 2.16578e+08  -2.16578e+08 0.00000e+00 
5.65865e-03 2.16836e+08  -2.16836e+08 0.00000e+00 
5.66035e-03 2.17095e+08  -2.17095e+08 0.00000e+00 
5.66206e-03 2.17354e+08  -2.17354e+08 0.00000e+00 
5.66376e-03 2.17612e+08  -2.17612e+08 0.00000e+00 
5.66547e-03 2.17872e+08  -2.17872e+08 0.00000e+00 
5.66717e-03 2.18131e+08  -2.18131e+08 0.00000e+00 
5.66888e-03 2.18391e+08  -2.18391e+08 0.00000e+00 
5.67058e-03 2.18651e+08  -2.18651e+08 0.00000e+00 
5.67229e-03 2.18911e+08  -2.18911e+08 0.00000e+00 
5.67399e-03 2.19171e+08  -2.19171e+08 0.00000e+00 
5.67570e-03 2.19432e+08  -2.19432e+08 0.00000e+00 
5.67740e-03 2.19692e+08  -2.19692e+08 0.00000e+00 
5.67911e-03 2.19953e+08  -2.19953e+08 0.00000e+00 
5.68081e-03 2.20215e+08  -2.20215e+08 0.00000e+00 
5.68252e-03 2.20476e+08  -2.20476e+08 0.00000e+00 
5.68423e-03 2.20738e+08  -2.20738e+08 0.00000e+00 
5.68593e-03 2.21000e+08  -2.21000e+08 0.00000e+00 
5.68764e-03 2.21262e+08  -2.21262e+08 0.00000e+00 
5.68934e-03 2.21524e+08  -2.21524e+08 0.00000e+00 
5.69105e-03 2.21787e+08  -2.21787e+08 0.00000e+00 
5.69275e-03 2.22050e+08  -2.22050e+08 0.00000e+00 
5.69446e-03 2.22313e+08  -2.22313e+08 0.00000e+00 
5.69616e-03 2.22576e+08  -2.22576e+08 0.00000e+00 
5.69787e-03 2.22840e+08  -2.22840e+08 0.00000e+00 
5.69957e-03 2.23104e+08  -2.23104e+08 0.00000e+00 
5.70128e-03 2.23368e+08  -2.23368e+08 0.00000e+00 
5.70298e-03 2.23632e+08  -2.23632e+08 0.00000e+00 
5.70469e-03 2.23896e+08  -2.23896e+08 0.00000e+00 
5.70639e-03 2.24161e+08  -2.24161e+08 0.00000e+00 
5.70810e-03 2.24426e+08  -2.24426e+08 0.00000e+00 
5.70980e-03 2.24691e+08  -2.24691e+08 0.00000e+00 
5.71151e-03 2.24957e+08  -2.24957e+08 0.00000e+00 
5.71321e-03 2.25222e+08  -2.25222e+08 0.00000e+00 
5.71492e-03 2.25488e+08  -2.25488e+08 0.00000e+00 
5.71662e-03 2.25754e+08  -2.25754e+08 0.00000e+00 
5.71833e-03 2.26021e+08  -2.26021e+08 0.00000e+00 
5.72003e-03 2.26287e+08  -2.26287e+08 0.00000e+00 
5.72174e-03 2.26554e+08  -2.26554e+08 0.00000e+00 
5.72344e-03 2.26821e+08  -2.26821e+08 0.00000e+00 
5.72515e-03 2.27088e+08  -2.27088e+08 0.00000e+00 
5.72685e-03 2.27356e+08  -2.27356e+08 0.00000e+00 
5.72856e-03 2.27624e+08  -2.27624e+08 0.00000e+00 
5.73026e-03 2.27892e+08  -2.27892e+08 0.00000e+00 
5.73197e-03 2.28160e+08  -2.28160e+08 0.00000e+00 
5.73367e-03 2.28428e+08  -2.28428e+08 0.00000e+00 
5.73538e-03 2.28697e+08  -2.28697e+08 0.00000e+00 
5.73708e-03 2.28966e+08  -2.28966e+08 0.00000e+00 
5.73879e-03 2.29235e+08  -2.29235e+08 0.00000e+00 
5.74049e-03 2.29504e+08  -2.29504e+08 0.00000e+00 
5.74220e-03 2.29774e+08  -2.29774e+08 0.00000e+00 
5.74390e-03 2.30044e+08  -2.30044e+08 0.00000e+00 
5.74560e-03 2.30314e+08  -2.30314e+08 0.00000e+00 
5.74731e-03 2.30584e+08  -2.30584e+08 0.00000e+00 
5.74901e-03 2.30855e+08  -2.30855e+08 0.00000e+00 
5.75072e-03 2.31126e+08  -2.31126e+08 0.00000e+00 
5.75242e-03 2.31397e+08  -2.31397e+08 0.00000e+00 
5.75413e-03 2.31668e+08  -2.31668e+08 0.00000e+00 
5.75583e-03 2.31939e+08  -2.31939e+08 0.00000e+00 
5.75754e-03 2.32211e+08  -2.32211e+08 0.00000e+00 
5.75924e-03 2.32483e+08  -2.32483e+08 0.00000e+00 
5.76095e-03 2.32755e+08  -2.32755e+08 0.00000e+00 
5.76265e-03 2.33028e+08  -2.33028e+08 0.00000e+00 
5.76436e-03 2.33301e+08  -2.33300e+08 0.00000e+00 
5.76606e-03 2.33573e+08  -2.33573e+08 0.00000e+00 
5.76777e-03 2.33847e+08  -2.33847e+08 0.00000e+00 
5.76947e-03 2.34120e+08  -2.34120e+08 0.00000e+00 
5.77118e-03 2.34394e+08  -2.34394e+08 0.00000e+00 
5.77288e-03 2.34667e+08  -2.34667e+08 0.00000e+00 
5.77459e-03 2.34942e+08  -2.34942e+08 0.00000e+00 
5.77629e-03 2.35216e+08  -2.35216e+08 0.00000e+00 
5.77800e-03 2.35491e+08  -2.35490e+08 0.00000e+00 
5.77970e-03 2.35765e+08  -2.35765e+08 0.00000e+00 
5.78141e-03 2.36040e+08  -2.36040e+08 0.00000e+00 
5.78311e-03 2.36316e+08  -2.36316e+08 0.00000e+00 
5.78482e-03 2.36591e+08  -2.36591e+08 0.00000e+00 
5.78652e-03 2.36867e+08  -2.36867e+08 0.00000e+00 
5.78823e-03 2.37143e+08  -2.37143e+08 0.00000e+00 
5.78993e-03 2.37419e+08  -2.37419e+08 0.00000e+00 
5.79164e-03 2.37696e+08  -2.37696e+08 0.00000e+00 
5.79334e-03 2.37972e+08  -2.37972e+08 0.00000e+00 
5.79505e-03 2.38249e+08  -2.38249e+08 0.00000e+00 
5.79675e-03 2.38527e+08  -2.38527e+08 0.00000e+00 
5.79845e-03 2.38804e+08  -2.38804e+08 0.00000e+00 
5.80016e-03 2.39082e+08  -2.39082e+08 0.00000e+00 
5.80186e-03 2.39360e+08  -2.39360e+08 0.00000e+00 
5.80357e-03 2.39638e+08  -2.39638e+08 0.00000e+00 
5.80527e-03 2.39916e+08  -2.39916e+08 0.00000e+00 
5.80698e-03 2.40195e+08  -2.40195e+08 0.00000e+00 
5.80868e-03 2.40474e+08  -2.40474e+08 0.00000e+00 
5.81039e-03 2.40753e+08  -2.40753e+08 0.00000e+00 
5.81209e-03 2.41032e+08  -2.41032e+08 0.00000e+00 
5.81380e-03 2.41312e+08  -2.41312e+08 0.00000e+00 
5.81550e-03 2.41592e+08  -2.41592e+08 0.00000e+00 
5.81721e-03 2.41872e+08  -2.41872e+08 0.00000e+00 
5.81891e-03 2.42152e+08  -2.42152e+08 0.00000e+00 
5.82062e-03 2.42433e+08  -2.42433e+08 0.00000e+00 
5.82232e-03 2.42713e+08  -2.42713e+08 0.00000e+00 
5.82403e-03 2.42994e+08  -2.42994e+08 0.00000e+00 
5.82573e-03 2.43276e+08  -2.43276e+08 0.00000e+00 
5.82743e-03 2.43557e+08  -2.43557e+08 0.00000e+00 
5.82914e-03 2.43839e+08  -2.43839e+08 0.00000e+00 
5.83084e-03 2.44121e+08  -2.44121e+08 0.00000e+00 
5.83255e-03 2.44403e+08  -2.44403e+08 0.00000e+00 
5.83425e-03 2.44686e+08  -2.44686e+08 0.00000e+00 
5.83596e-03 2.44968e+08  -2.44968e+08 0.00000e+00 
5.83766e-03 2.45251e+08  -2.45251e+08 0.00000e+00 
5.83937e-03 2.45535e+08  -2.45535e+08 0.00000e+00 
5.84107e-03 2.45818e+08  -2.45818e+08 0.00000e+00 
5.84278e-03 2.46102e+08  -2.46102e+08 0.00000e+00 
5.84448e-03 2.46386e+08  -2.46386e+08 0.00000e+00 
5.84619e-03 2.46670e+08  -2.46670e+08 0.00000e+00 
5.84789e-03 2.46954e+08  -2.46954e+08 0.00000e+00 
5.84959e-03 2.47239e+08  -2.47239e+08 0.00000e+00 
5.85130e-03 2.47524e+08  -2.47524e+08 0.00000e+00 
5.85300e-03 2.47809e+08  -2.47809e+08 0.00000e+00 
5.85471e-03 2.48095e+08  -2.48095e+08 0.00000e+00 
5.85641e-03 2.48380e+08  -2.48380e+08 0.00000e+00 
5.85812e-03 2.48666e+08  -2.48666e+08 0.00000e+00 
5.85982e-03 2.48952e+08  -2.48952e+08 0.00000e+00 
5.86153e-03 2.49239e+08  -2.49239e+08 0.00000e+00 
5.86323e-03 2.49525e+08  -2.49525e+08 0.00000e+00 
5.86494e-03 2.49812e+08  -2.49812e+08 0.00000e+00 
5.86664e-03 2.50099e+08  -2.50099e+08 0.00000e+00 
5.86834e-03 2.50387e+08  -2.50387e+08 0.00000e+00 
5.87005e-03 2.50674e+08  -2.50674e+08 0.00000e+00 
5.87175e-03 2.50962e+08  -2.50962e+08 0.00000e+00 
5.87346e-03 2.51250e+08  -2.51250e+08 0.00000e+00 
5.87516e-03 2.51538e+08  -2.51538e+08 0.00000e+00 
5.87687e-03 2.51827e+08  -2.51827e+08 0.00000e+00 
5.87857e-03 2.52116e+08  -2.52116e+08 0.00000e+00 
5.88028e-03 2.52405e+08  -2.52405e+08 0.00000e+00 
5.88198e-03 2.52694e+08  -2.52694e+08 0.00000e+00 
5.88369e-03 2.52984e+08  -2.52984e+08 0.00000e+00 
5.88539e-03 2.53274e+08  -2.53274e+08 0.00000e+00 
5.88709e-03 2.53564e+08  -2.53564e+08 0.00000e+00 
5.88880e-03 2.53854e+08  -2.53854e+08 0.00000e+00 
5.89050e-03 2.54145e+08  -2.54145e+08 0.00000e+00 
5.89221e-03 2.54435e+08  -2.54435e+08 0.00000e+00 
5.89391e-03 2.54726e+08  -2.54726e+08 0.00000e+00 
5.89562e-03 2.55018e+08  -2.55018e+08 0.00000e+00 
5.89732e-03 2.55309e+08  -2.55309e+08 0.00000e+00 
5.89903e-03 2.55601e+08  -2.55601e+08 0.00000e+00 
5.90073e-03 2.55893e+08  -2.55893e+08 0.00000e+00 
5.90243e-03 2.56185e+08  -2.56185e+08 0.00000e+00 
5.90414e-03 2.56478e+08  -2.56478e+08 0.00000e+00 
5.90584e-03 2.56771e+08  -2.56771e+08 0.00000e+00 
5.90755e-03 2.57064e+08  -2.57064e+08 0.00000e+00 
5.90925e-03 2.57357e+08  -2.57357e+08 0.00000e+00 
5.91096e-03 2.57650e+08  -2.57650e+08 0.00000e+00 
5.91266e-03 2.57944e+08  -2.57944e+08 0.00000e+00 
5.91437e-03 2.58238e+08  -2.58238e+08 0.00000e+00 
5.91607e-03 2.58533e+08  -2.58532e+08 0.00000e+00 
5.91777e-03 2.58827e+08  -2.58827e+08 0.00000e+00 
5.91948e-03 2.59122e+08  -2.59122e+08 0.00000e+00 
5.92118e-03 2.59417e+08  -2.59417e+08 0.00000e+00 
5.92289e-03 2.59712e+08  -2.59712e+08 0.00000e+00 
5.92459e-03 2.60008e+08  -2.60008e+08 0.00000e+00 
5.92630e-03 2.60303e+08  -2.60303e+08 0.00000e+00 
5.92800e-03 2.60599e+08  -2.60599e+08 0.00000e+00 
5.92970e-03 2.60896e+08  -2.60896e+08 0.00000e+00 
5.93141e-03 2.61192e+08  -2.61192e+08 0.00000e+00 
5.93311e-03 2.61489e+08  -2.61489e+08 0.00000e+00 
5.93482e-03 2.61786e+08  -2.61786e+08 0.00000e+00 
5.93652e-03 2.62083e+08  -2.62083e+08 0.00000e+00 
5.93823e-03 2.62381e+08  -2.62381e+08 0.00000e+00 
5.93993e-03 2.62678e+08  -2.62678e+08 0.00000e+00 
5.94164e-03 2.62976e+08  -2.62976e+08 0.00000e+00 
5.94334e-03 2.63275e+08  -2.63275e+08 0.00000e+00 
5.94504e-03 2.63573e+08  -2.63573e+08 0.00000e+00 
5.94675e-03 2.63872e+08  -2.63872e+08 0.00000e+00 
5.94845e-03 2.64171e+08  -2.64171e+08 0.00000e+00 
5.95016e-03 2.64470e+08  -2.64470e+08 0.00000e+00 
5.95186e-03 2.64770e+08  -2.64770e+08 0.00000e+00 
5.95357e-03 2.65069e+08  -2.65069e+08 0.00000e+00 
5.95527e-03 2.65369e+08  -2.65369e+08 0.00000e+00 
5.95697e-03 2.65670e+08  -2.65670e+08 0.00000e+00 
5.95868e-03 2.65970e+08  -2.65970e+08 0.00000e+00 
5.96038e-03 2.66271e+08  -2.66271e+08 0.00000e+00 
5.96209e-03 2.66572e+08  -2.66572e+08 0.00000e+00 
5.96379e-03 2.66873e+08  -2.66873e+08 0.00000e+00 
5.96550e-03 2.67175e+08  -2.67175e+08 0.00000e+00 
5.96720e-03 2.67477e+08  -2.67477e+08 0.00000e+00 
5.96890e-03 2.67779e+08  -2.67779e+08 0.00000e+00 
5.97061e-03 2.68081e+08  -2.68081e+08 0.00000e+00 
5.97231e-03 2.68383e+08  -2.68383e+08 0.00000e+00 
5.97402e-03 2.68686e+08  -2.68686e+08 0.00000e+00 
5.97572e-03 2.68989e+08  -2.68989e+08 0.00000e+00 
5.97742e-03 2.69293e+08  -2.69293e+08 0.00000e+00 
5.97913e-03 2.69596e+08  -2.69596e+08 0.00000e+00 
5.98083e-03 2.69900e+08  -2.69900e+08 0.00000e+00 
5.98254e-03 2.70204e+08  -2.70204e+08 0.00000e+00 
5.98424e-03 2.70508e+08  -2.70508e+08 0.00000e+00 
5.98595e-03 2.70813e+08  -2.70813e+08 0.00000e+00 
5.98765e-03 2.71118e+08  -2.71118e+08 0.00000e+00 
5.98935e-03 2.71423e+08  -2.71423e+08 0.00000e+00 
5.99106e-03 2.71728e+08  -2.71728e+08 0.00000e+00 
5.99276e-03 2.72034e+08  -2.72034e+08 0.00000e+00 
5.99447e-03 2.72339e+08  -2.72339e+08 0.00000e+00 
5.99617e-03 2.72646e+08  -2.72646e+08 0.00000e+00 
5.99788e-03 2.72952e+08  -2.72952e+08 0.00000e+00 
5.99958e-03 2.73259e+08  -2.73259e+08 0.00000e+00 
6.00128e-03 2.73565e+08  -2.73565e+08 0.00000e+00 
6.00299e-03 2.73873e+08  -2.73872e+08 0.00000e+00 
6.00469e-03 2.74180e+08  -2.74180e+08 0.00000e+00 
6.00640e-03 2.74487e+08  -2.74487e+08 0.00000e+00 
6.00810e-03 2.74795e+08  -2.74795e+08 0.00000e+00 
6.00980e-03 2.75104e+08  -2.75103e+08 0.00000e+00 
6.01151e-03 2.75412e+08  -2.75412e+08 0.00000e+00 
6.01321e-03 2.75721e+08  -2.75721e+08 0.00000e+00 
6.01492e-03 2.76029e+08  -2.76029e+08 0.00000e+00 
6.01662e-03 2.76339e+08  -2.76339e+08 0.00000e+00 
6.01832e-03 2.76648e+08  -2.76648e+08 0.00000e+00 
6.02003e-03 2.76958e+08  -2.76958e+08 0.00000e+00 
6.02173e-03 2.77268e+08  -2.77268e+08 0.00000e+00 
6.02344e-03 2.77578e+08  -2.77578e+08 0.00000e+00 
6.02514e-03 2.77888e+08  -2.77888e+08 0.00000e+00 
6.02684e-03 2.78199e+08  -2.78199e+08 0.00000e+00 
6.02855e-03 2.78510e+08  -2.78510e+08 0.00000e+00 
6.03025e-03 2.78821e+08  -2.78821e+08 0.00000e+00 
6.03196e-03 2.79133e+08  -2.79133e+08 0.00000e+00 
6.03366e-03 2.79444e+08  -2.79444e+08 0.00000e+00 
6.03537e-03 2.79756e+08  -2.79756e+08 0.00000e+00 
6.03707e-03 2.80069e+08  -2.80069e+08 0.00000e+00 
6.03877e-03 2.80381e+08  -2.80381e+08 0.00000e+00 
6.04048e-03 2.80694e+08  -2.80694e+08 0.00000e+00 
6.04218e-03 2.81007e+08  -2.81007e+08 0.00000e+00 
6.04389e-03 2.81320e+08  -2.81320e+08 0.00000e+00 
6.04559e-03 2.81634e+08  -2.81634e+08 0.00000e+00 
6.04729e-03 2.81948e+08  -2.81948e+08 0.00000e+00 
6.04900e-03 2.82262e+08  -2.82262e+08 0.00000e+00 
6.05070e-03 2.82576e+08  -2.82576e+08 0.00000e+00 
6.05241e-03 2.82890e+08  -2.82890e+08 0.00000e+00 
6.05411e-03 2.83205e+08  -2.83205e+08 0.00000e+00 
6.05581e-03 2.83520e+08  -2.83520e+08 0.00000e+00 
6.05752e-03 2.83836e+08  -2.83836e+08 0.00000e+00 
6.05922e-03 2.84151e+08  -2.84151e+08 0.00000e+00 
6.06093e-03 2.84467e+08  -2.84467e+08 0.00000e+00 
6.06263e-03 2.84783e+08  -2.84783e+08 0.00000e+00 
6.06433e-03 2.85100e+08  -2.85100e+08 0.00000e+00 
6.06604e-03 2.85416e+08  -2.85416e+08 0.00000e+00 
6.06774e-03 2.85733e+08  -2.85733e+08 0.00000e+00 
6.06944e-03 2.86051e+08  -2.86051e+08 0.00000e+00 
6.07115e-03 2.86368e+08  -2.86368e+08 0.00000e+00 
6.07285e-03 2.86686e+08  -2.86686e+08 0.00000e+00 
6.07456e-03 2.87004e+08  -2.87004e+08 0.00000e+00 
6.07626e-03 2.87322e+08  -2.87322e+08 0.00000e+00 
6.07796e-03 2.87640e+08  -2.87640e+08 0.00000e+00 
6.07967e-03 2.87959e+08  -2.87959e+08 0.00000e+00 
6.08137e-03 2.88278e+08  -2.88278e+08 0.00000e+00 
6.08308e-03 2.88597e+08  -2.88597e+08 0.00000e+00 
6.08478e-03 2.88917e+08  -2.88917e+08 0.00000e+00 
6.08648e-03 2.89237e+08  -2.89237e+08 0.00000e+00 
6.08819e-03 2.89557e+08  -2.89557e+08 0.00000e+00 
6.08989e-03 2.89877e+08  -2.89877e+08 0.00000e+00 
6.09160e-03 2.90198e+08  -2.90198e+08 0.00000e+00 
6.09330e-03 2.90519e+08  -2.90519e+08 0.00000e+00 
6.09500e-03 2.90840e+08  -2.90840e+08 0.00000e+00 
6.09671e-03 2.91161e+08  -2.91161e+08 0.00000e+00 
6.09841e-03 2.91483e+08  -2.91483e+08 0.00000e+00 
6.10012e-03 2.91805e+08  -2.91805e+08 0.00000e+00 
6.10182e-03 2.92127e+08  -2.92127e+08 0.00000e+00 
6.10352e-03 2.92449e+08  -2.92449e+08 0.00000e+00 
6.10523e-03 2.92772e+08  -2.92772e+08 0.00000e+00 
6.10693e-03 2.93095e+08  -2.93095e+08 0.00000e+00 
6.10863e-03 2.93418e+08  -2.93418e+08 0.00000e+00 
6.11034e-03 2.93741e+08  -2.93741e+08 0.00000e+00 
6.11204e-03 2.94065e+08  -2.94065e+08 0.00000e+00 
6.11375e-03 2.94389e+08  -2.94389e+08 0.00000e+00 
6.11545e-03 2.94714e+08  -2.94713e+08 0.00000e+00 
6.11715e-03 2.95038e+08  -2.95038e+08 0.00000e+00 
6.11886e-03 2.95363e+08  -2.95363e+08 0.00000e+00 
6.12056e-03 2.95688e+08  -2.95688e+08 0.00000e+00 
6.12226e-03 2.96013e+08  -2.96013e+08 0.00000e+00 
6.12397e-03 2.96339e+08  -2.96339e+08 0.00000e+00 
6.12567e-03 2.96665e+08  -2.96665e+08 0.00000e+00 
6.12738e-03 2.96991e+08  -2.96991e+08 0.00000e+00 
6.12908e-03 2.97317e+08  -2.97317e+08 0.00000e+00 
6.13078e-03 2.97644e+08  -2.97644e+08 0.00000e+00 
6.13249e-03 2.97971e+08  -2.97971e+08 0.00000e+00 
6.13419e-03 2.98298e+08  -2.98298e+08 0.00000e+00 
6.13589e-03 2.98625e+08  -2.98625e+08 0.00000e+00 
6.13760e-03 2.98953e+08  -2.98953e+08 0.00000e+00 
6.13930e-03 2.99281e+08  -2.99281e+08 0.00000e+00 
6.14101e-03 2.99609e+08  -2.99609e+08 0.00000e+00 
6.14271e-03 2.99938e+08  -2.99938e+08 0.00000e+00 
6.14441e-03 3.00267e+08  -3.00267e+08 0.00000e+00 
6.14612e-03 3.00596e+08  -3.00596e+08 0.00000e+00 
6.14782e-03 3.00925e+08  -3.00925e+08 0.00000e+00 
6.14952e-03 3.01255e+08  -3.01255e+08 0.00000e+00 
6.15123e-03 3.01585e+08  -3.01585e+08 0.00000e+00 
6.15293e-03 3.01915e+08  -3.01915e+08 0.00000e+00 
6.15464e-03 3.02245e+08  -3.02245e+08 0.00000e+00 
6.15634e-03 3.02576e+08  -3.02576e+08 0.00000e+00 
6.15804e-03 3.02907e+08  -3.02907e+08 0.00000e+00 
6.15975e-03 3.03238e+08  -3.03238e+08 0.00000e+00 
6.16145e-03 3.03569e+08  -3.03569e+08 0.00000e+00 
6.16315e-03 3.03901e+08  -3.03901e+08 0.00000e+00 
6.16486e-03 3.04233e+08  -3.04233e+08 0.00000e+00 
6.16656e-03 3.04565e+08  -3.04565e+08 0.00000e+00 
6.16826e-03 3.04898e+08  -3.04898e+08 0.00000e+00 
6.16997e-03 3.05231e+08  -3.05231e+08 0.00000e+00 
6.17167e-03 3.05564e+08  -3.05564e+08 0.00000e+00 
6.17338e-03 3.05897e+08  -3.05897e+08 0.00000e+00 
6.17508e-03 3.06231e+08  -3.06231e+08 0.00000e+00 
6.17678e-03 3.06565e+08  -3.06565e+08 0.00000e+00 
6.17849e-03 3.06899e+08  -3.06899e+08 0.00000e+00 
6.18019e-03 3.07233e+08  -3.07233e+08 0.00000e+00 
6.18189e-03 3.07568e+08  -3.07568e+08 0.00000e+00 
6.18360e-03 3.07903e+08  -3.07903e+08 0.00000e+00 
6.18530e-03 3.08238e+08  -3.08238e+08 0.00000e+00 
6.18700e-03 3.08574e+08  -3.08574e+08 0.00000e+00 
6.18871e-03 3.08909e+08  -3.08909e+08 0.00000e+00 
6.19041e-03 3.09246e+08  -3.09246e+08 0.00000e+00 
6.19212e-03 3.09582e+08  -3.09582e+08 0.00000e+00 
6.19382e-03 3.09918e+08  -3.09918e+08 0.00000e+00 
6.19552e-03 3.10255e+08  -3.10255e+08 0.00000e+00 
6.19723e-03 3.10592e+08  -3.10592e+08 0.00000e+00 
6.19893e-03 3.10930e+08  -3.10930e+08 0.00000e+00 
6.20063e-03 3.11268e+08  -3.11268e+08 0.00000e+00 
6.20234e-03 3.11606e+08  -3.11605e+08 0.00000e+00 
6.20404e-03 3.11944e+08  -3.11944e+08 0.00000e+00 
6.20574e-03 3.12282e+08  -3.12282e+08 0.00000e+00 
6.20745e-03 3.12621e+08  -3.12621e+08 0.00000e+00 
